Exchange Date,Nasdaq,DJI,CSI300,SSEC,FTSE100,FTSE250,CAC40,DAX,year,month
2013-01-23,13779.33,3153.67,419.353469072662,373.268905400624,9819.5991444189,20493.3850907074,4961.74332205919,10263.3092758796,2013,1
2013-01-24,13825.33,3130.38,415.374161694464,370.317663519839,9891.07816669034,20629.3752664235,5018.14850478789,10362.3415182154,2013,1
2013-01-25,13895.98,3149.71,413.432471102681,368.359130588558,9930.08042725998,20756.3954682637,5085.417395752,10576.8568121248,2013,1
2013-01-28,13881.93,3154.3,426.180091283107,377.106148752894,9878.38792196993,20610.0064345016,5087.17472619145,10539.2750464197,2013,1
2013-01-29,13954.42,3153.66,429.920149097862,379.006924695941,9991.78803354142,20660.0466553181,5107.48350714352,10588.5757457199,2013,1
2013-01-30,13910.42,3142.31,432.240852678284,383.009886823998,9990.53577917873,20613.5785498728,5108.69919140391,10597.6420469962,2013,1
2013-01-31,13860.58,3142.13,432.071848969221,383.594699771652,9951.29684824657,20658.3962204325,5068.09325313311,10558.2560523565,2013,1
2013-02-01,14009.79,3179.1,440.531851685321,388.454065164678,9958.79814858396,20829.6226563113,5146.72867878723,10683.9836877208,2013,2
2013-02-04,13880.08,3131.17,440.911978949396,389.589288579406,9844.98518565216,20766.9104204754,4945.6238260611,10321.513992676,2013,2
2013-02-05,13979.3,3171.58,444.948789571696,390.6006710332,9836.3314702613,20732.9701125671,5017.79117774879,10409.4143850499,2013,2
2013-02-06,13986.52,3168.48,445.45358260451,390.672759367729,9858.49632773227,20892.9326463817,4925.23389757178,10249.8242388189,2013,2
2013-02-07,13944.05,3165.13,442.833303916692,388.063780626735,9788.03451039554,20902.1262552449,4823.97620865652,10168.722956771,2013,2
2013-02-08,13992.97,3193.87,444.735490910258,390.289572068097,9894.5298308244,21127.6004233339,4876.85913968436,10225.6223858458,2013,2
2013-02-19,14035.67,3213.59,430.102977210486,381.626527441904,9837.86743160294,21058.8044785786,5000.76300113781,10377.4178435178,2013,2
